Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Customer Segment
SW-20275,30,6,1966.65,4,3,3,433,Potential Loyalist,Loyal Customer
SW-20350,162,3,1019.044,2,1,2,212,At Risk,Lost Customer
SW-20455,162,7,2921.544,2,4,4,244,At Risk,At Risk Customer
SW-20755,534,2,758.6959999999999,1,1,1,111,At Risk,Lost Customer
SZ-20035,35,11,3625.329,4,5,4,454,Potential Loyalist,High Value Customer
TA-21385,69,4,14595.62,3,2,5,325,Regular Customer,Potential Loyalist
TB-21055,119,5,1467.881,2,2,2,222,At Risk,Lost Customer
TB-21175,58,4,3589.296,3,2,4,324,Regular Customer,Potential Loyalist
TB-21190,49,4,816.1740000000001,4,2,1,421,Potential Loyalist,New Customer
TB-21250,349,7,1602.376,1,4,2,142,At Risk,Potential Loyalist
TB-21280,583,6,2198.45,1,3,3,133,At Risk,At Risk Customer
TB-21355,146,5,834.328,2,2,1,221,At Risk,Lost Customer
TB-21400,202,7,9133.99,2,4,5,245,At Risk,At Risk Customer
TB-21520,107,9,4737.486,2,5,5,255,At Risk,At Risk Customer
TB-21595,285,5,1387.559,1,2,2,122,At Risk,Lost Customer
TB-21625,30,9,2797.668,4,5,4,454,Potential Loyalist,High Value Customer
TC-20980,399,5,19052.218,1,2,5,125,At Risk,Potential Loyalist
TC-21145,106,1,1038.26,2,1,2,212,At Risk,Lost Customer
TC-21295,27,8,4266.812,4,4,4,444,Potential Loyalist,High Value Customer
TC-21475,153,9,1244.976,2,5,2,252,At Risk,Potential Loyalist
TC-21535,4,7,742.5580000000001,5,4,1,541,Potential Loyalist,Potential Loyalist
TD-20995,37,9,1434.5480000000002,4,5,2,452,Potential Loyalist,Potential Loyalist
TG-21310,337,5,3058.372,1,3,4,134,At Risk,At Risk Customer
TG-21640,114,4,2074.661,2,2,3,223,At Risk,Potential Loyalist
TH-21100,344,5,2422.824,1,3,3,133,At Risk,At Risk Customer
TH-21115,58,4,2942.772,3,2,4,324,Regular Customer,Potential Loyalist
TH-21235,117,8,1022.201,2,4,2,242,At Risk,Potential Loyalist
TH-21550,72,7,4234.0960000000005,3,4,4,344,Regular Customer,Loyal Customer
TM-21010,103,8,2955.2259999999997,3,4,4,344,Regular Customer,Loyal Customer
TM-21490,130,3,1094.6779999999999,2,1,2,212,At Risk,Lost Customer
TN-21040,90,7,3130.221,3,4,4,344,Regular Customer,Loyal Customer
TP-21130,8,9,4454.0560000000005,5,5,5,555,High Value Customer,High Value Customer
TP-21415,104,5,5329.0048,2,3,5,235,At Risk,At Risk Customer
TP-21565,350,4,1936.6399999999999,1,2,3,123,At Risk,Potential Loyalist
TR-21325,193,5,675.9419999999999,2,3,1,231,At Risk,Potential Loyalist
TS-21085,357,2,4.833,1,1,1,111,At Risk,Lost Customer
TS-21160,504,6,2163.6240000000003,1,3,3,133,At Risk,At Risk Customer
TS-21205,198,7,5371.09,2,4,5,245,At Risk,At Risk Customer
TS-21340,226,5,974.7819999999999,1,3,2,132,At Risk,Potential Loyalist
TS-21370,36,6,11891.751,4,3,5,435,Potential Loyalist,Loyal Customer
TS-21430,172,5,2054.14,2,3,3,233,At Risk,At Risk Customer
TS-21505,11,6,2243.274,5,3,3,533,Potential Loyalist,Loyal Customer
TS-21610,55,7,2820.424,3,4,4,344,Regular Customer,Loyal Customer
TS-21655,238,5,3368.094,1,3,4,134,At Risk,At Risk Customer
TT-21070,31,7,4915.602,4,4,5,445,Potential Loyalist,High Value Customer
TT-21220,183,8,1427.0439999999999,2,4,2,242,At Risk,Potential Loyalist
TT-21265,406,3,439.5,1,1,1,111,At Risk,Lost Customer
TT-21460,12,7,5364.808,5,4,5,545,Potential Loyalist,High Value Customer
TW-21025,64,7,5278.826,3,4,5,345,Regular Customer,Loyal Customer
TZ-21580,35,4,1707.286,4,2,2,422,Potential Loyalist,New Customer
VB-21745,54,6,2005.596,3,3,3,333,Regular Customer,Loyal Customer
VD-21670,581,6,6442.254,1,3,5,135,At Risk,At Risk Customer
VF-21715,13,5,847.944,5,3,1,531,Potential Loyalist,Potential Loyalist
VG-21790,154,6,846.01,2,3,1,231,At Risk,Potential Loyalist
VG-21805,286,5,427.372,1,3,1,131,At Risk,Potential Loyalist
VM-21685,54,7,2454.866,3,4,3,343,Regular Customer,Loyal Customer
VM-21835,117,5,380.69,2,3,1,231,At Risk,Potential Loyalist
VP-21730,30,3,993.9019999999999,4,1,2,412,Potential Loyalist,New Customer
VP-21760,75,7,3360.526,3,4,4,344,Regular Customer,Loyal Customer
VS-21820,221,4,1055.981,2,2,2,222,At Risk,Lost Customer
VT-21700,1000,2,1736.596,1,1,2,112,At Risk,Lost Customer
VW-21775,28,10,6134.0380000000005,4,5,5,455,Potential Loyalist,High Value Customer
WB-21850,20,11,6160.102,5,5,5,555,High Value Customer,High Value Customer
XP-21865,43,11,2374.658,4,5,3,453,Potential Loyalist,Loyal Customer
YC-21895,4,5,5454.35,5,3,5,535,Potential Loyalist,Loyal Customer
YS-21880,9,8,6720.4439999999995,5,4,5,545,Potential Loyalist,High Value Customer
ZC-21910,54,13,8025.707,3,5,5,355,Regular Customer,Loyal Customer
ZD-21925,202,5,1493.944,2,3,2,232,At Risk,Potential Loyalist
